"id","is_oreb","team","opponent","conference","opp_conference"
"238-25",0,"Creighton","Xavier","BigEast","BigEast"
"238-26",0,"Creighton","Xavier","BigEast","BigEast"
"238-27",0,"Xavier","Creighton","BigEast","BigEast"
"238-30",0,"Creighton","Xavier","BigEast","BigEast"
"238-31",0,"Xavier","Creighton","BigEast","BigEast"
"238-32",0,"Xavier","Creighton","BigEast","BigEast"
"238-34",0,"Creighton","Xavier","BigEast","BigEast"
"238-35",1,"Xavier","Creighton","BigEast","BigEast"
"238-36",0,"Xavier","Creighton","BigEast","BigEast"
"238-38",0,"Xavier","Creighton","BigEast","BigEast"
"238-40",0,"Creighton","Xavier","BigEast","BigEast"
"238-42",0,"Creighton","Xavier","BigEast","BigEast"
"238-43",1,"Xavier","Creighton","BigEast","BigEast"
"238-44",1,"Creighton","Xavier","BigEast","BigEast"
"238-45",0,"Creighton","Xavier","BigEast","BigEast"
"238-46",0,"Xavier","Creighton","BigEast","BigEast"
"238-47",0,"Creighton","Xavier","BigEast","BigEast"
"238-48",1,"Xavier","Creighton","BigEast","BigEast"
"238-50",1,"Creighton","Xavier","BigEast","BigEast"
"238-51",0,"Creighton","Xavier","BigEast","BigEast"
"238-52",1,"Xavier","Creighton","BigEast","BigEast"
"238-53",0,"Creighton","Xavier","BigEast","BigEast"
"238-54",0,"Xavier","Creighton","BigEast","BigEast"
"238-55",0,"Creighton","Xavier","BigEast","BigEast"
"239-2",0,"Duke","Miami FL","ACC","ACC"
"239-3",0,"Miami FL","Duke","ACC","ACC"
"239-5",0,"Miami FL","Duke","ACC","ACC"
"239-6",1,"Miami FL","Duke","ACC","ACC"
"239-7",1,"Duke","Miami FL","ACC","ACC"
"239-9",0,"Duke","Miami FL","ACC","ACC"
"239-10",0,"Duke","Miami FL","ACC","ACC"
"239-12",0,"Duke","Miami FL","ACC","ACC"
"239-14",0,"Miami FL","Duke","ACC","ACC"
"239-16",0,"Miami FL","Duke","ACC","ACC"
"239-18",1,"Duke","Miami FL","ACC","ACC"
"239-19",0,"Duke","Miami FL","ACC","ACC"
"239-20",0,"Miami FL","Duke","ACC","ACC"
"239-23",0,"Miami FL","Duke","ACC","ACC"
"239-24",0,"Miami FL","Duke","ACC","ACC"
"239-26",0,"Miami FL","Duke","ACC","ACC"
"239-27",1,"Duke","Miami FL","ACC","ACC"
"239-32",0,"Duke","Miami FL","ACC","ACC"
"239-34",0,"Duke","Miami FL","ACC","ACC"
"239-36",1,"Duke","Miami FL","ACC","ACC"
"239-37",1,"Miami FL","Duke","ACC","ACC"
"239-38",0,"Duke","Miami FL","ACC","ACC"
"239-40",0,"Duke","Miami FL","ACC","ACC"
"239-41",0,"Miami FL","Duke","ACC","ACC"
"239-42",0,"Miami FL","Duke","ACC","ACC"
"239-45",1,"Miami FL","Duke","ACC","ACC"
"239-46",0,"Miami FL","Duke","ACC","ACC"
"239-48",1,"Miami FL","Duke","ACC","ACC"
"239-49",1,"Miami FL","Duke","ACC","ACC"
"239-50",0,"Miami FL","Duke","ACC","ACC"
"240-1",0,"TCU","Texas","Big 12","Big 12"
"240-2",0,"Texas","TCU","Big 12","Big 12"
"240-3",1,"Texas","TCU","Big 12","Big 12"
"240-5",0,"Texas","TCU","Big 12","Big 12"
"240-6",0,"Texas","TCU","Big 12","Big 12"
"240-7",0,"TCU","Texas","Big 12","Big 12"
"240-8",0,"Texas","TCU","Big 12","Big 12"
"240-9",0,"TCU","Texas","Big 12","Big 12"
"240-11",0,"Texas","TCU","Big 12","Big 12"
"240-13",0,"TCU","Texas","Big 12","Big 12"
"240-15",0,"Texas","TCU","Big 12","Big 12"
"240-17",1,"Texas","TCU","Big 12","Big 12"
"240-18",0,"Texas","TCU","Big 12","Big 12"
"240-20",0,"Texas","TCU","Big 12","Big 12"
"240-21",0,"TCU","Texas","Big 12","Big 12"
"240-22",0,"Texas","TCU","Big 12","Big 12"
"240-23",0,"TCU","Texas","Big 12","Big 12"
"240-24",1,"Texas","TCU","Big 12","Big 12"
"240-25",1,"Texas","TCU","Big 12","Big 12"
"240-26",0,"TCU","Texas","Big 12","Big 12"
"240-29",0,"TCU","Texas","Big 12","Big 12"
"240-31",0,"Texas","TCU","Big 12","Big 12"
"240-32",0,"TCU","Texas","Big 12","Big 12"
"240-33",0,"Texas","TCU","Big 12","Big 12"
"240-34",1,"TCU","Texas","Big 12","Big 12"
"240-35",0,"Texas","TCU","Big 12","Big 12"
"240-36",1,"Texas","TCU","Big 12","Big 12"
"240-37",0,"Texas","TCU","Big 12","Big 12"
"240-38",1,"TCU","Texas","Big 12","Big 12"
"240-39",0,"TCU","Texas","Big 12","Big 12"
"240-41",0,"Texas","TCU","Big 12","Big 12"
"240-42",0,"TCU","Texas","Big 12","Big 12"
"240-43",1,"TCU","Texas","Big 12","Big 12"
"240-48",0,"TCU","Texas","Big 12","Big 12"
"240-49",0,"Texas","TCU","Big 12","Big 12"
"240-50",0,"Texas","TCU","Big 12","Big 12"
"240-51",1,"TCU","Texas","Big 12","Big 12"
"240-53",0,"Texas","TCU","Big 12","Big 12"
"240-55",1,"Texas","TCU","Big 12","Big 12"
"240-57",1,"TCU","Texas","Big 12","Big 12"
"240-59",0,"TCU","Texas","Big 12","Big 12"
"240-60",1,"Texas","TCU","Big 12","Big 12"
"240-61",0,"TCU","Texas","Big 12","Big 12"
"240-62",1,"TCU","Texas","Big 12","Big 12"
"240-63",0,"TCU","Texas","Big 12","Big 12"
"240-64",0,"Texas","TCU","Big 12","Big 12"
"240-65",0,"Texas","TCU","Big 12","Big 12"
"241-1",0,"Virginia","Duke","ACC","ACC"
"241-2",0,"Virginia","Duke","ACC","ACC"
"241-3",1,"Duke","Virginia","ACC","ACC"
"241-4",0,"Duke","Virginia","ACC","ACC"
"241-6",0,"Duke","Virginia","ACC","ACC"
"241-7",0,"Virginia","Duke","ACC","ACC"
"241-10",1,"Virginia","Duke","ACC","ACC"
"241-11",0,"Virginia","Duke","ACC","ACC"
"241-12",0,"Duke","Virginia","ACC","ACC"
"241-13",0,"Virginia","Duke","ACC","ACC"
"241-14",0,"Virginia","Duke","ACC","ACC"
"241-15",0,"Duke","Virginia","ACC","ACC"
"241-17",1,"Virginia","Duke","ACC","ACC"
"241-18",0,"Duke","Virginia","ACC","ACC"
"241-20",0,"Duke","Virginia","ACC","ACC"
"241-22",0,"Virginia","Duke","ACC","ACC"
"241-23",0,"Duke","Virginia","ACC","ACC"
"241-24",0,"Duke","Virginia","ACC","ACC"
"241-25",1,"Duke","Virginia","ACC","ACC"
"241-26",1,"Virginia","Duke","ACC","ACC"
"241-27",0,"Duke","Virginia","ACC","ACC"
"241-29",0,"Virginia","Duke","ACC","ACC"
"241-30",0,"Duke","Virginia","ACC","ACC"
"241-31",0,"Virginia","Duke","ACC","ACC"
"241-32",0,"Virginia","Duke","ACC","ACC"
"241-33",1,"Virginia","Duke","ACC","ACC"
"241-37",1,"Duke","Virginia","ACC","ACC"
"241-39",0,"Duke","Virginia","ACC","ACC"
"241-40",0,"Virginia","Duke","ACC","ACC"
"241-41",0,"Duke","Virginia","ACC","ACC"
"241-45",0,"Virginia","Duke","ACC","ACC"
"241-47",0,"Duke","Virginia","ACC","ACC"
"241-48",0,"Virginia","Duke","ACC","ACC"
"241-49",0,"Duke","Virginia","ACC","ACC"
"241-50",0,"Virginia","Duke","ACC","ACC"
"241-51",0,"Virginia","Duke","ACC","ACC"
"241-52",0,"Virginia","Duke","ACC","ACC"
"242-1",0,"Kansas","Texas","Big 12","Big 12"
"242-4",0,"Kansas","Texas","Big 12","Big 12"
"242-5",0,"Texas","Kansas","Big 12","Big 12"
"242-6",0,"Texas","Kansas","Big 12","Big 12"
"242-7",0,"Kansas","Texas","Big 12","Big 12"
"242-9",0,"Kansas","Texas","Big 12","Big 12"
"242-11",0,"Kansas","Texas","Big 12","Big 12"
"242-12",0,"Texas","Kansas","Big 12","Big 12"
"242-13",0,"Kansas","Texas","Big 12","Big 12"
"242-14",0,"Texas","Kansas","Big 12","Big 12"
"242-16",0,"Texas","Kansas","Big 12","Big 12"
"242-17",0,"Texas","Kansas","Big 12","Big 12"
"242-19",1,"Kansas","Texas","Big 12","Big 12"
"242-20",0,"Texas","Kansas","Big 12","Big 12"
"242-21",0,"Texas","Kansas","Big 12","Big 12"
"242-22",0,"Kansas","Texas","Big 12","Big 12"
"242-23",1,"Texas","Kansas","Big 12","Big 12"
"242-24",0,"Texas","Kansas","Big 12","Big 12"
"242-26",0,"Kansas","Texas","Big 12","Big 12"
"242-29",1,"Kansas","Texas","Big 12","Big 12"
"242-30",0,"Kansas","Texas","Big 12","Big 12"
"242-31",0,"Kansas","Texas","Big 12","Big 12"
"242-33",0,"Texas","Kansas","Big 12","Big 12"
"242-34",0,"Texas","Kansas","Big 12","Big 12"
"242-35",0,"Texas","Kansas","Big 12","Big 12"
"242-36",1,"Texas","Kansas","Big 12","Big 12"
"242-37",0,"Kansas","Texas","Big 12","Big 12"
"242-39",0,"Kansas","Texas","Big 12","Big 12"
"242-40",0,"Kansas","Texas","Big 12","Big 12"
"242-41",0,"Kansas","Texas","Big 12","Big 12"
"242-44",1,"Kansas","Texas","Big 12","Big 12"
"242-45",1,"Texas","Kansas","Big 12","Big 12"
"242-46",1,"Texas","Kansas","Big 12","Big 12"
"242-47",1,"Texas","Kansas","Big 12","Big 12"
"242-48",1,"Texas","Kansas","Big 12","Big 12"
"242-49",0,"Kansas","Texas","Big 12","Big 12"
"242-50",0,"Texas","Kansas","Big 12","Big 12"
"242-52",0,"Kansas","Texas","Big 12","Big 12"
"242-54",0,"Texas","Kansas","Big 12","Big 12"
"242-55",1,"Texas","Kansas","Big 12","Big 12"
"242-56",1,"Kansas","Texas","Big 12","Big 12"
"242-58",0,"Texas","Kansas","Big 12","Big 12"
"242-60",0,"Texas","Kansas","Big 12","Big 12"
"242-61",0,"Kansas","Texas","Big 12","Big 12"
"242-62",0,"Kansas","Texas","Big 12","Big 12"
"242-63",0,"Kansas","Texas","Big 12","Big 12"
"243-1",0,"Alabama","Texas A&M","SEC","SEC"
"243-2",0,"Texas A&M","Alabama","SEC","SEC"
"243-3",1,"Texas A&M","Alabama","SEC","SEC"
"243-4",1,"Alabama","Texas A&M","SEC","SEC"
"243-5",0,"Texas A&M","Alabama","SEC","SEC"
"243-6",1,"Texas A&M","Alabama","SEC","SEC"
"243-7",0,"Texas A&M","Alabama","SEC","SEC"
"243-8",0,"Alabama","Texas A&M","SEC","SEC"
"243-9",0,"Texas A&M","Alabama","SEC","SEC"
"243-12",1,"Alabama","Texas A&M","SEC","SEC"
"243-14",1,"Texas A&M","Alabama","SEC","SEC"
"243-16",1,"Texas A&M","Alabama","SEC","SEC"
"243-18",0,"Texas A&M","Alabama","SEC","SEC"
"243-19",1,"Alabama","Texas A&M","SEC","SEC"
"243-20",0,"Alabama","Texas A&M","SEC","SEC"
"243-21",0,"Texas A&M","Alabama","SEC","SEC"
"243-22",0,"Texas A&M","Alabama","SEC","SEC"
"243-25",1,"Alabama","Texas A&M","SEC","SEC"
"243-27",1,"Texas A&M","Alabama","SEC","SEC"
"243-28",0,"Texas A&M","Alabama","SEC","SEC"
"243-29",0,"Alabama","Texas A&M","SEC","SEC"
"243-30",0,"Alabama","Texas A&M","SEC","SEC"
"243-32",1,"Texas A&M","Alabama","SEC","SEC"
"243-33",0,"Texas A&M","Alabama","SEC","SEC"
"243-35",0,"Texas A&M","Alabama","SEC","SEC"
"243-36",1,"Alabama","Texas A&M","SEC","SEC"
"243-37",1,"Texas A&M","Alabama","SEC","SEC"
"243-38",0,"Alabama","Texas A&M","SEC","SEC"
"243-39",1,"Texas A&M","Alabama","SEC","SEC"
"243-40",0,"Texas A&M","Alabama","SEC","SEC"
"243-41",0,"Texas A&M","Alabama","SEC","SEC"
"243-43",1,"Alabama","Texas A&M","SEC","SEC"
"243-44",1,"Texas A&M","Alabama","SEC","SEC"
"243-45",1,"Alabama","Texas A&M","SEC","SEC"
"243-46",1,"Alabama","Texas A&M","SEC","SEC"
"243-48",0,"Texas A&M","Alabama","SEC","SEC"
"243-49",1,"Alabama","Texas A&M","SEC","SEC"
"243-50",1,"Alabama","Texas A&M","SEC","SEC"
"243-51",0,"Alabama","Texas A&M","SEC","SEC"
"243-54",0,"Texas A&M","Alabama","SEC","SEC"
"243-55",1,"Alabama","Texas A&M","SEC","SEC"
"243-57",1,"Alabama","Texas A&M","SEC","SEC"
"243-58",0,"Alabama","Texas A&M","SEC","SEC"
"243-59",1,"Texas A&M","Alabama","SEC","SEC"
"243-60",0,"Texas A&M","Alabama","SEC","SEC"
"243-61",0,"Texas A&M","Alabama","SEC","SEC"
"244-1",1,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-2",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-3",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-4",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-9",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-10",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-11",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-14",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-18",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-19",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-20",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-21",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-22",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-23",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-25",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-27",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-28",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-29",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-30",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-33",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-35",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-36",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-37",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-38",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-40",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-42",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-44",1,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-49",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-51",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-53",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-54",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-55",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-56",0,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-57",1,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-59",0,"Pittsburgh","Mississippi St.","ACC","SEC"
"244-60",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"244-61",1,"Mississippi St.","Pittsburgh","SEC","ACC"
"245-2",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-3",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-4",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-5",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-7",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-8",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-9",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-10",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-11",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-12",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-14",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-15",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-17",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-19",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-20",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-23",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-25",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-26",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-29",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-30",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-31",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-32",1,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-33",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-34",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-35",1,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-36",1,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-37",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-38",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-40",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-41",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-42",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-43",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-45",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-46",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-47",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-49",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-50",1,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-51",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-52",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-53",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-56",1,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"245-58",0,"Southeast Missouri St.","Texas A&M Corpus Chris","OVC","SouthLand"
"245-59",0,"Texas A&M Corpus Chris","Southeast Missouri St.","SouthLand","OVC"
"246-1",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-2",1,"Princeton","Arizona","Ivy League","PAC 12"
"246-3",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-4",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-5",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-8",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-9",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-10",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-11",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-12",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-14",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-15",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-19",1,"Arizona","Princeton","PAC 12","Ivy League"
"246-21",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-22",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-23",1,"Princeton","Arizona","Ivy League","PAC 12"
"246-24",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-26",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-27",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-28",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-29",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-30",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-31",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-34",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-35",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-36",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-37",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-40",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-41",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-42",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-43",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-44",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-45",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-46",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-47",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-48",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-51",1,"Arizona","Princeton","PAC 12","Ivy League"
"246-52",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-53",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-54",1,"Princeton","Arizona","Ivy League","PAC 12"
"246-55",1,"Princeton","Arizona","Ivy League","PAC 12"
"246-56",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-57",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-58",0,"Arizona","Princeton","PAC 12","Ivy League"
"246-59",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-60",1,"Arizona","Princeton","PAC 12","Ivy League"
"246-61",0,"Princeton","Arizona","Ivy League","PAC 12"
"246-64",0,"Arizona","Princeton","PAC 12","Ivy League"
"247-2",1,"Arkansas","Illinois","SEC","BigTen"
"247-4",0,"Arkansas","Illinois","SEC","BigTen"
"247-5",0,"Illinois","Arkansas","BigTen","SEC"
"247-6",1,"Arkansas","Illinois","SEC","BigTen"
"247-7",0,"Arkansas","Illinois","SEC","BigTen"
"247-8",0,"Illinois","Arkansas","BigTen","SEC"
"247-9",0,"Illinois","Arkansas","BigTen","SEC"
"247-11",0,"Arkansas","Illinois","SEC","BigTen"
"247-15",0,"Illinois","Arkansas","BigTen","SEC"
"247-16",0,"Illinois","Arkansas","BigTen","SEC"
"247-17",0,"Arkansas","Illinois","SEC","BigTen"
"247-19",0,"Illinois","Arkansas","BigTen","SEC"
"247-20",1,"Illinois","Arkansas","BigTen","SEC"
"247-21",0,"Illinois","Arkansas","BigTen","SEC"
"247-22",0,"Illinois","Arkansas","BigTen","SEC"
"247-23",0,"Illinois","Arkansas","BigTen","SEC"
"247-25",0,"Arkansas","Illinois","SEC","BigTen"
"247-27",1,"Arkansas","Illinois","SEC","BigTen"
"247-28",1,"Arkansas","Illinois","SEC","BigTen"
"247-29",0,"Illinois","Arkansas","BigTen","SEC"
"247-30",0,"Illinois","Arkansas","BigTen","SEC"
"247-31",0,"Arkansas","Illinois","SEC","BigTen"
"247-33",0,"Arkansas","Illinois","SEC","BigTen"
"247-34",0,"Arkansas","Illinois","SEC","BigTen"
"247-37",0,"Arkansas","Illinois","SEC","BigTen"
"247-38",0,"Illinois","Arkansas","BigTen","SEC"
"247-39",1,"Arkansas","Illinois","SEC","BigTen"
"247-40",0,"Illinois","Arkansas","BigTen","SEC"
"247-43",1,"Arkansas","Illinois","SEC","BigTen"
"247-44",0,"Arkansas","Illinois","SEC","BigTen"
"247-45",0,"Arkansas","Illinois","SEC","BigTen"
"247-46",0,"Arkansas","Illinois","SEC","BigTen"
"247-49",0,"Arkansas","Illinois","SEC","BigTen"
"247-50",0,"Arkansas","Illinois","SEC","BigTen"
"247-51",0,"Arkansas","Illinois","SEC","BigTen"
"247-54",0,"Arkansas","Illinois","SEC","BigTen"
"247-55",0,"Illinois","Arkansas","BigTen","SEC"
"248-1",1,"Auburn","Iowa","SEC","BigTen"
"248-3",0,"Auburn","Iowa","SEC","BigTen"
"248-4",1,"Iowa","Auburn","BigTen","SEC"
"248-5",0,"Iowa","Auburn","BigTen","SEC"
"248-6",0,"Iowa","Auburn","BigTen","SEC"
"248-7",0,"Auburn","Iowa","SEC","BigTen"
"248-8",1,"Iowa","Auburn","BigTen","SEC"
"248-10",0,"Iowa","Auburn","BigTen","SEC"
"248-11",1,"Iowa","Auburn","BigTen","SEC"
"248-12",0,"Iowa","Auburn","BigTen","SEC"
"248-13",0,"Iowa","Auburn","BigTen","SEC"
"248-14",0,"Auburn","Iowa","SEC","BigTen"
"248-15",0,"Iowa","Auburn","BigTen","SEC"
"248-16",0,"Iowa","Auburn","BigTen","SEC"
"248-18",0,"Iowa","Auburn","BigTen","SEC"
"248-19",0,"Iowa","Auburn","BigTen","SEC"
"248-20",0,"Auburn","Iowa","SEC","BigTen"
"248-21",0,"Iowa","Auburn","BigTen","SEC"
"248-22",1,"Auburn","Iowa","SEC","BigTen"
"248-23",1,"Auburn","Iowa","SEC","BigTen"
"248-24",0,"Auburn","Iowa","SEC","BigTen"
"248-25",0,"Auburn","Iowa","SEC","BigTen"
"248-26",0,"Auburn","Iowa","SEC","BigTen"
"248-29",0,"Auburn","Iowa","SEC","BigTen"
"248-31",1,"Auburn","Iowa","SEC","BigTen"
"248-32",0,"Auburn","Iowa","SEC","BigTen"
"248-33",0,"Iowa","Auburn","BigTen","SEC"
"248-37",0,"Auburn","Iowa","SEC","BigTen"
"248-40",0,"Iowa","Auburn","BigTen","SEC"
"248-41",0,"Iowa","Auburn","BigTen","SEC"
"248-42",1,"Iowa","Auburn","BigTen","SEC"
"248-43",1,"Iowa","Auburn","BigTen","SEC"
"248-44",0,"Auburn","Iowa","SEC","BigTen"
"248-48",0,"Auburn","Iowa","SEC","BigTen"
"248-49",1,"Iowa","Auburn","BigTen","SEC"
"248-50",0,"Auburn","Iowa","SEC","BigTen"
"248-51",0,"Auburn","Iowa","SEC","BigTen"
"248-54",0,"Auburn","Iowa","SEC","BigTen"
"248-55",1,"Iowa","Auburn","BigTen","SEC"
"248-56",0,"Iowa","Auburn","BigTen","SEC"
"248-57",0,"Auburn","Iowa","SEC","BigTen"
"248-59",1,"Iowa","Auburn","BigTen","SEC"
"248-60",0,"Iowa","Auburn","BigTen","SEC"
"248-61",0,"Iowa","Auburn","BigTen","SEC"
"248-63",1,"Iowa","Auburn","BigTen","SEC"
"249-1",0,"Charleston","San Diego St.","Colonial","MWC"
"249-3",0,"San Diego St.","Charleston","MWC","Colonial"
"249-4",0,"Charleston","San Diego St.","Colonial","MWC"
"249-6",1,"Charleston","San Diego St.","Colonial","MWC"
"249-7",0,"Charleston","San Diego St.","Colonial","MWC"
"249-9",0,"San Diego St.","Charleston","MWC","Colonial"
"249-10",0,"Charleston","San Diego St.","Colonial","MWC"
"249-12",0,"Charleston","San Diego St.","Colonial","MWC"
"249-13",0,"San Diego St.","Charleston","MWC","Colonial"
"249-15",0,"Charleston","San Diego St.","Colonial","MWC"
"249-17",0,"San Diego St.","Charleston","MWC","Colonial"
"249-18",0,"Charleston","San Diego St.","Colonial","MWC"
"249-19",0,"San Diego St.","Charleston","MWC","Colonial"
"249-20",0,"Charleston","San Diego St.","Colonial","MWC"
"249-21",1,"San Diego St.","Charleston","MWC","Colonial"
"249-23",1,"San Diego St.","Charleston","MWC","Colonial"
"249-25",0,"San Diego St.","Charleston","MWC","Colonial"
"249-26",0,"Charleston","San Diego St.","Colonial","MWC"
"249-28",0,"Charleston","San Diego St.","Colonial","MWC"
"249-29",1,"Charleston","San Diego St.","Colonial","MWC"
"249-30",1,"Charleston","San Diego St.","Colonial","MWC"
"249-31",0,"Charleston","San Diego St.","Colonial","MWC"
